get_date,lat,lng,speed,line_no,time
2018-07-02 05:45:06,35.19081,129.06061,0,13395,0:56:23
2018-07-02 05:45:09,35.19081,129.06061,0,13395,0:56:20
2018-07-02 05:45:12,35.19081,129.06061,0,13395,0:56:17
2018-07-02 05:45:15,35.19081,129.06061,0,13395,0:56:14
2018-07-02 05:45:18,35.19081,129.06062,0,13395,0:56:11
2018-07-02 05:45:21,35.19081,129.06061,0,13395,0:56:08
2018-07-02 05:45:24,35.19081,129.06061,0,13395,0:56:05
2018-07-02 05:45:27,35.19081,129.06061,0,13395,0:56:02
2018-07-02 05:45:30,35.19081,129.06061,0,13395,0:55:59
2018-07-02 05:45:33,35.19082,129.06061,0,13395,0:55:56
2018-07-02 05:45:36,35.19082,129.06062,0,13395,0:55:53
2018-07-02 05:45:39,35.19082,129.06062,0,13395,0:55:50
2018-07-02 05:45:42,35.19081,129.06062,0,13395,0:55:47
2018-07-02 05:45:45,35.19081,129.06062,0,13395,0:55:44
2018-07-02 05:45:48,35.19081,129.06062,0,13395,0:55:41
2018-07-02 05:45:51,35.19081,129.06062,0,13395,0:55:38
2018-07-02 05:45:54,35.19081,129.06062,0,13395,0:55:35
2018-07-02 05:45:57,35.1908,129.06062,0,13395,0:55:32
2018-07-02 05:46:00,35.1908,129.06062,0,13395,0:55:29
2018-07-02 05:46:03,35.1908,129.06062,0,13395,0:55:26
2018-07-02 05:46:06,35.19079,129.06062,0,13395,0:55:23
2018-07-02 05:46:09,35.19079,129.06062,0,13395,0:55:20
2018-07-02 05:46:12,35.19078,129.06062,0,13395,0:55:17
2018-07-02 05:46:15,35.19078,129.06062,0,13395,0:55:14
2018-07-02 05:46:18,35.19078,129.06062,0,13395,0:55:11
2018-07-02 05:46:21,35.19077,129.06062,0,13395,0:55:08
2018-07-02 05:46:24,35.19077,129.06062,0,13395,0:55:05
2018-07-02 05:46:27,35.19077,129.06062,0,13395,0:55:02
2018-07-02 05:46:30,35.19077,129.06062,0,13395,0:54:59
2018-07-02 05:46:33,35.19076,129.06062,0,13395,0:54:56
2018-07-02 05:46:36,35.19077,129.06062,0,13395,0:54:53
2018-07-02 05:46:39,35.19076,129.06062,0,13395,0:54:50
2018-07-02 05:46:42,35.19076,129.06062,0,13395,0:54:47
2018-07-02 05:46:45,35.19075,129.06062,0,13395,0:54:44
2018-07-02 05:46:48,35.19075,129.06062,0,13395,0:54:41
2018-07-02 05:46:51,35.19075,129.06062,0,13395,0:54:38
2018-07-02 05:46:54,35.19075,129.06062,0,13395,0:54:35
2018-07-02 05:46:57,35.19075,129.06062,0,13395,0:54:32
2018-07-02 05:47:00,35.19075,129.06062,0,13395,0:54:29
2018-07-02 05:47:03,35.19075,129.06062,0,13395,0:54:26
2018-07-02 05:47:06,35.19075,129.06062,0,13395,0:54:23
2018-07-02 05:47:09,35.19075,129.06062,0,13395,0:54:20
2018-07-02 05:47:12,35.19075,129.06062,0,13395,0:54:17
2018-07-02 05:47:15,35.19075,129.06062,0,13395,0:54:14
2018-07-02 05:47:18,35.19075,129.06062,0,13395,0:54:11
2018-07-02 05:47:21,35.19075,129.06062,0,13395,0:54:08
