get_date,lat,lng,speed,line_no
2018.01.02 19:31:48,35.16912,128.93539,53,13481
2018.01.02 19:31:54,35.16836,128.93549,46,13481
2018.01.02 19:31:57,35.16802,128.9355,43,13481
2018.01.02 19:32:00,35.1677,128.93539,43,13481
2018.01.02 19:32:09,35.16676,128.93491,47,13481
2018.01.02 19:32:12,35.16638,128.93495,51,13481
2018.01.02 19:32:15,35.16597,128.93501,52,13481
2018.01.02 19:32:18,35.16557,128.93503,50,13481
2018.01.02 19:32:21,35.16518,128.93492,53,13481
2018.01.02 19:32:24,35.16478,128.93478,55,13481
2018.01.02 19:32:27,35.16436,128.93466,55,13481
2018.01.02 19:32:30,35.16394,128.93469,54,13481
2018.01.02 19:32:33,35.16352,128.93475,53,13481
2018.01.02 19:32:36,35.16312,128.93478,47,13481
2018.01.02 19:32:39,35.16283,128.93481,34,13481
2018.01.02 19:32:42,35.16256,128.93489,37,13481
2018.01.02 19:32:45,35.16229,128.93507,41,13481
2018.01.02 19:32:48,35.16208,128.93536,42,13481
2018.01.02 19:32:51,35.16196,128.93573,42,13481
2018.01.02 19:32:54,35.16186,128.93611,41,13481
2018.01.02 19:32:57,35.16178,128.93649,44,13481
2018.01.02 19:33:00,35.16169,128.93692,46,13481
2018.01.02 19:33:03,35.16161,128.93732,41,13481
2018.01.02 19:33:06,35.16159,128.9377,42,13481
2018.01.02 19:33:09,35.16161,128.93813,45,13481
2018.01.02 19:33:12,35.16163,128.93857,49,13481
2018.01.02 19:33:15,35.16167,128.93906,55,13481
2018.01.02 19:33:18,35.16172,128.93958,55,13481
2018.01.02 19:33:21,35.16177,128.94009,54,13481
2018.01.02 19:33:24,35.16183,128.9406,53,13481
2018.01.02 19:33:27,35.16201,128.94104,51,13481
2018.01.02 19:33:30,35.16227,128.94138,48,13481
2018.01.02 19:33:33,35.16257,128.94164,45,13481
2018.01.02 19:33:36,35.16291,128.94182,50,13481
2018.01.02 19:33:39,35.16328,128.94203,55,13481
2018.01.02 19:33:42,35.16367,128.94226,57,13481
2018.01.02 19:33:45,35.16409,128.9425,58,13481
2018.01.02 19:33:48,35.16449,128.94275,58,13481
2018.01.02 19:33:51,35.16489,128.94299,57,13481
2018.01.02 19:33:54,35.1653,128.94322,57,13481
2018.01.02 19:33:57,35.1657,128.94345,57,13481
2018.01.02 19:34:00,35.1661,128.9437,56,13481
2018.01.02 19:34:03,35.16645,128.94391,49,13481
2018.01.02 19:34:06,35.16676,128.94409,38,13481
2018.01.02 19:34:09,35.16698,128.94424,30,13481
2018.01.02 19:34:12,35.16722,128.94435,34,13481
2018.01.02 19:34:15,35.16747,128.9445,35,13481
2018.01.02 19:34:18,35.16766,128.9447,31,13481
2018.01.02 19:34:21,35.16777,128.94496,29,13481
2018.01.02 19:34:24,35.16778,128.94522,25,13481
2018.01.02 19:34:27,35.16774,128.9454,18,13481
2018.01.02 19:34:30,35.1676,128.94548,22,13481
2018.01.02 19:34:33,35.16739,128.94547,30,13481
2018.01.02 19:34:36,35.16713,128.94553,39,13481
2018.01.02 19:34:39,35.1668,128.94571,48,13481
2018.01.02 19:34:42,35.16645,128.94589,51,13481
2018.01.02 19:34:45,35.16607,128.94611,57,13481
2018.01.02 19:34:48,35.16566,128.94633,57,13481
2018.01.02 19:34:51,35.16526,128.94655,54,13481
2018.01.02 19:34:54,35.16491,128.94673,44,13481
2018.01.02 19:34:57,35.16467,128.94687,29,13481
2018.01.02 19:35:00,35.16452,128.94705,30,13481
2018.01.02 19:35:03,35.16453,128.94739,39,13481
2018.01.02 19:35:06,35.16467,128.94777,49,13481
2018.01.02 19:35:09,35.16483,128.94821,54,13481
2018.01.02 19:35:12,35.16501,128.94872,59,13481
2018.01.02 19:35:15,35.1652,128.94923,62,13481
2018.01.02 19:35:18,35.16541,128.94978,65,13481
2018.01.02 19:35:21,35.16561,128.95032,61,13481
2018.01.02 19:35:24,35.16581,128.95084,61,13481
2018.01.02 19:35:27,35.16602,128.95137,62,13481
2018.01.02 19:35:30,35.16623,128.9519,64,13481
2018.01.02 19:35:33,35.16645,128.95248,66,13481
2018.01.02 19:35:36,35.16666,128.95305,68,13481
2018.01.02 19:35:39,35.16686,128.95364,69,13481
2018.01.02 19:35:42,35.16709,128.95425,70,13481
2018.01.02 19:35:45,35.16731,128.95488,71,13481
2018.01.02 19:35:48,35.16754,128.95551,72,13481
2018.01.02 19:35:51,35.16774,128.95605,56,13481
2018.01.02 19:35:54,35.16791,128.95653,50,13481
2018.01.02 19:35:57,35.16806,128.95692,43,13481
2018.01.02 19:36:00,35.1682,128.95731,44,13481
2018.01.02 19:36:03,35.16836,128.9577,47,13481
2018.01.02 19:36:06,35.16851,128.9581,47,13481
