46	14	1476	1197
40	13.95961692	1476	1194
31	13.92746263	1476	1191
12	13.91605816	1476	1188
0	13.91060548	1476	1185
2	13.90878792	1476	1182
0	13.90333524	1476	1179
0	13.90039073	1476	1176
0	13.89766439	1476	1173
0	13.89221171	1476	1170
0	13.89130293	1476	1167
0	13.88214731	1476	1164
0	13.87540809	1476	1161
0	13.87268175	1476	1158
0	13.86995541	1476	1155
0	13.8678245	1476	1152
0	13.86691572	1476	1149
0	13.86509816	1476	1146
0	13.86509816	1476	1143
0	13.86418938	1476	1140
3	13.86307708	1476	1137
0	13.86035074	1476	1134
6	13.85821984	1476	1131
14	13.8493863	1476	1128
26	13.83037883	1476	1125
38	13.80169996	1476	1122
46	13.76455302	1476	1119
50	13.7215346	1476	1116
49	13.67884816	1476	1113
39	13.64463453	1476	1110
33	13.61387854	1476	1107
18	13.59780124	1476	1104
0	13.59274197	1476	1101
0	13.59051737	1476	1098
0	13.58829277	1476	1095
0	13.58588971	1476	1092
4	13.58294517	1476	1089
10	13.57446893	1476	1086
26	13.55210938	1476	1083
38	13.52097348	1476	1080
42	13.48563894	1476	1077
46	13.44378632	1476	1074
46	13.40282123	1476	1071
47	13.36187236	1476	1068
48	13.32036711	1476	1065
47	13.27680868	1476	1062
39	13.24114632	1476	1059
39	13.20751579	1476	1056
40	13.1707408	1476	1053
37	13.13604551	1476	1050
39	13.10122563	1476	1047
45	13.06303975	1476	1044
47	13.02026816	1476	1041
49	12.97833029	1476	1038
39	12.94080469	1476	1035
38	12.90563122	1476	1032
19	12.88368917	1476	1029
0	12.87812406	1476	1026
0	12.87630645	1476	1023
0	12.87539764	1476	1020
0	12.87358003	1476	1017
0	12.87267123	1476	1014
0	12.87267123	1476	1011
0	12.87267123	1476	1008
0	12.87267123	1476	1005
0	12.87054029	1476	1002
0	12.86942799	1476	999
0	12.86761038	1476	996
0	12.86761038	1476	993
0	12.86473766	1476	990
0	12.86473766	1476	987
0	12.86362536	1476	984
0	12.862189	1476	981
13	12.85418937	1476	978
18	12.84030369	1476	975
30	12.81821398	1476	972
37	12.78854117	1476	969
45	12.75514928	1476	966
51	12.71253786	1476	963
56	12.66599373	1476	960
58	12.61715713	1476	957
50	12.57032656	1476	954
45	12.52657204	1476	951
49	12.48635347	1476	948
47	12.44352524	1476	945
46	12.39750653	1476	942
52	12.34916001	1476	939
56	12.30576204	1476	936
57	12.25981652	1476	933
55	12.21290366	1476	930
53	12.16536977	1476	927
44	12.12397666	1476	924
40	12.08752662	1476	921
39	12.0538253	1476	918
43	12.0202959	1476	915
50	11.98009476	1476	912
59	11.93364072	1476	909
64	11.87944852	1476	906
68	11.82243856	1476	903
74	11.76119773	1476	900
77	11.69644932	1476	897
81	11.6274561	1476	894
81	11.55778007	1476	891
79	11.48951336	1476	888
78	11.42194819	1476	885
76	11.35578739	1476	882
76	11.29101874	1476	879
75	11.22627159	1476	876
73	11.16222588	1476	873
74	11.09888705	1476	870
72	11.03695507	1476	867
69	10.97623172	1476	864
69	10.91714734	1476	861
69	10.85685191	1476	858
66	10.79962471	1476	855
69	10.74108073	1476	852
68	10.68224168	1476	849
61	10.62640552	1476	846
58	10.57402293	1476	843
48	10.52914658	1476	840
47	10.48787491	1476	837
40	10.449303	1476	834
39	10.41611751	1476	831
37	10.38232743	1476	828
32	10.35200941	1476	825
28	10.32814665	1476	822
26	10.3042839	1476	819
25	10.28055113	1476	816
25	10.25758789	1476	813
23	10.2383743	1476	810
21	10.21916072	1476	807
16	10.2017512	1476	804
12	10.18807421	1476	801
10	10.17801595	1476	798
10	10.16886035	1476	795
9	10.15886378	1476	792
8	10.15068478	1476	789
8	10.14308181	1476	786
8	10.13662385	1476	783
5	10.12988465	1476	780
3	10.12431969	1476	777
1	10.12159336	1476	774
0	10.11864885	1476	771
0	10.11592252	1476	768
0	10.11592252	1476	765
0	10.11501374	1476	762
0	10.11501374	1476	759
0	10.11319618	1476	756
0	10.11228741	1476	753
0	10.11046985	1476	750
0	10.10956107	1476	747
0	10.10743018	1476	744
0	10.1065214	1476	741
0	10.1065214	1476	738
0	10.10271992	1476	735
0	10.10181114	1476	732
0	10.09999359	1476	729
0	10.09999359	1476	726
0	10.09999359	1476	723
0	10.09999359	1476	720
0	10.09999359	1476	717
0	10.09999359	1476	714
0	10.09817603	1476	711
0	10.09817603	1476	708
0	10.09817603	1476	705
0	10.09817603	1476	702
0	10.09726725	1476	699
11	10.09170229	1476	696
19	10.07807062	1476	693
27	10.05716873	1476	690
28	10.03466015	1476	687
25	9.994095856	1476	681
46	9.953550947	1476	678
50	9.911273842	1476	675
54	9.865633404	1476	672
57	9.816557458	1476	669
54	9.769805583	1476	666
46	9.727528477	1476	663
39	9.691888551	1476	660
33	9.661842748	1476	657
40	9.629471077	1476	654
43	9.592664112	1476	651
43	9.556966294	1476	648
41	9.522473071	1476	645
51	9.477897675	1476	642
51	9.432067603	1476	639
53	9.385271576	1476	636
54	9.338475549	1476	633
50	9.293974334	1476	630
45	9.25500148	1476	627
40	9.221634038	1476	624
41	9.185106662	1476	621
45	9.144576791	1476	618
