1350,55,1071
1345,54,1068
1340.8,47,1065
1336.9,43,1062
1333,42,1059
1329.2,43,1056
1325.3,46,1053
1321.4,46,1050
1317.6,41,1047
1314.1,40,1044
1311,38,1041
1307.3,42,1038
1303.2,44,1035
1298.7,49,1032
1294.4,48,1029
1290.1,49,1026
1286.1,47,1023
1281.5,49,1020
1277.9,40,1017
1274,44,1014
1269.8,46,1011
1266.3,42,1008
1262.8,40,1005
1259.4,39,1002
1256,36,999
1253,34,996
1250.2,31,993
1247.8,25,990
1246,17,987
1245.1,10,984
1244.5,1,981
1243.7,0,978
1243.4,0,975
1243.3,0,972
1243.1,0,969
1242.8,1,966
1242.3,6,963
1241.7,7,960
1240.9,14,957
1239.3,23,954
1236.8,28,951
1233.7,40,948
1229.9,47,945
1225.3,55,942
1220.3,58,939
1215.1,61,936
1209.7,64,933
1204,66,930
1198.5,62,927
1193,61,924
1188.1,58,921
1182.9,60,918
1177.7,56,915
1172.9,52,912
1168.7,46,909
1165,39,906
1161.8,35,903
1158.9,37,900
1155.5,41,897
1152.1,39,894
1148.3,48,891
1143.9,55,888
1138.7,63,885
1133,71,882
1126.6,77,879
1119.8,78,876
1113,81,873
1106,81,870
1099,82,867
1092.1,80,864
1085.2,80,861
1078.4,78,858
1071.9,73,855
1065.8,71,852
1059.6,72,849
1053.4,72,846
1047.2,71,843
1041.4,67,840
1035.7,62,837
1030.4,65,834
1024.5,71,831
1018.4,69,828
1012.5,68,825
1007,62,822
1001.9,59,819
996.8,58,816
992,55,813
987.2,53,810
982.9,50,807
978.5,49,804
974.3,49,801
970.4,43,798
967,36,795
964.3,25,792
962.5,20,789
960.9,16,786
959.9,5,783
959.9,0,780
959.9,0,777
959.9,0,774
959.6,0,771
959.5,0,768
959.5,0,765
959.5,0,762
959.5,0,759
959.3,0,756
959.1,0,753
958.9,0,750
958.9,0,747
958.7,0,744
958.7,0,741
958.6,0,738
958.5,0,735
958.5,0,732
958.4,0,729
958.4,0,726
958.4,0,723
958.4,0,720
958.3,0,717
958.2,0,714
957.8,7,711
956.9,10,708
955.8,15,705
954.1,21,702
951.8,27,699
948.9,36,696
945.1,48,693
940.7,52,690
935.7,60,687
930,65,684
924.4,68,681
918.2,69,678
912.3,68,675
906.4,69,672
900.5,67,669
894.7,65,666
889.5,60,663
884.7,54,660
880.3,50,657
875.9,48,654
872.3,42,651
868.4,44,648
864.5,44,645
860.7,44,642
856.6,46,639
852.5,48,636
848.1,50,633
843.8,50,630
839.5,48,627
835.3,47,624
831.2,45,621
827.6,42,618
824.2,34,615
821.8,27,612
819,33,609
815.7,42,606
811.8,46,603
807.5,53,600
802.7,58,597
797.4,61,594
792.2,60,591
786.7,63,588
781.2,66,585
775.2,71,582
768.9,73,579
762.4,76,576
755.8,78,573
748.9,79,570
742.2,78,567
735.4,76,564
728.8,78,561
722.1,77,558
715.4,80,555
708.4,81,552
701.3,82,549
694.1,86,546
686.8,84,543
679.7,83,540
672.6,80,537
665.6,82,534
658.4,83,531
651,86,528
643.6,87,525
636.1,87,522
628.5,87,519
620.9,88,516
613.2,89,513
605.6,88,510
598.1,86,507
590.9,84,504
583.9,78,501
577.6,71,498
571.6,67,495
566.5,53,492
562.6,44,489
559.2,36,486
556.4,28,483
554.8,14,480
554,5,477
553.7,0,474
553.7,0,471
553.6,0,468
553.6,0,465
553.4,0,462
553.3,0,459
553.3,0,456
553.2,0,453
553,0,450
552.9,0,447
552.8,0,444
552.7,0,441
552.7,0,438
552.6,0,435
552.6,0,432
552.2,8,429
550.9,17,426
548.7,30,423
545.9,36,420
542.1,48,417
537.7,54,414
532.7,61,411
527.3,63,408
521.6,67,405
515.8,67,402
509.9,67,399
504.1,67,396
498.3,68,393
492.3,68,390
486.6,67,387
480.7,67,384
474.9,68,381
469.1,66,378
463.4,66,375
457.8,62,372
452.6,60,369
447.6,53,366
443.5,43,363
440.6,27,360
438.9,19,357
436.8,24,354
434.7,25,351
432.4,27,348
429.8,34,345
426.7,38,342
423.4,38,339
419.7,44,336
415.8,46,333
411.7,48,330
407.7,47,327
403.9,42,324
400.4,40,321
397.1,37,318
394.2,31,315
391.6,31,312
389,27,309
387,19,306
385.6,15,303
384.4,12,300
383.6,4,297
383.3,0,294
383.3,0,291
383.3,0,288
383.2,0,285
383.1,0,282
382.9,0,279
382.9,0,276
382.9,0,273
382.9,0,270
382.8,0,267
382.7,1,264
382.5,5,261
381.8,15,258
380.3,23,255
377.7,30,252
374.4,43,249
370.3,48,246
365.8,55,243
360.7,58,240
355.7,58,237
350.5,62,234
345.1,61,231
339.9,59,228
334.6,61,225
329.3,60,222
324.2,57,219
319.2,57,216
314.5,50,213
310.9,36,210
308.2,27,207
306.4,19,204
304.4,24,201
302,33,198
298.5,44,195
294.6,47,192
290.3,49,189
286,51,186
281.5,53,183
277,48,180
273.4,37,177
270.7,28,174
268.9,19,171
267,23,168
264.8,30,165
261.9,32,162
258.9,36,159
255.5,41,156
252.5,32,153
249.5,36,150
245.9,44,147
241.7,50,144
236.9,57,141
231.7,64,138
225.8,69,135
219.6,71,132
213.7,69,129
207.9,64,126
202.7,54,123
198.8,44,120
194.8,47,117
190.5,50,114
186.1,53,111
181.4,56,108
176.5,59,105
171.3,60,102
166.4,57,99
161.7,55,96
157,55,93
152.3,53,90
148.1,47,87
144.8,34,84
141.9,33,81
138.9,37,78
135.8,36,75
132.6,35,72
129.8,31,69
127.8,20,66
125.9,25,63
123,37,60
119.4,43,57
115.4,47,54
111.1,50,51
106.6,54,48
101.9,52,45
97.4,49,42
93.3,48,39
89.3,44,36
86.3,26,33
84.1,26,30
81.5,35,27
78.1,38,24
72,28,18
70.1,17,15
68.4,22,12
66,33,9
62.7,41,6
58.8,47,3
1350,33,1209
1347.3,27,1206
1345.5,18,1203
1344,13,1200
1343.2,10,1197
1342.3,9,1194
1340.9,8,1191
1340.2,0,1188
1339.7,0,1185
1339.3,0,1182
1339,2,1179
1338.6,6,1176
1338.3,13,1173
1336.6,18,1170
1334.8,23,1167
1332.2,30,1164
1329,38,1161
1325.4,43,1158
1321.6,41,1155
1318.5,36,1152
1315.9,27,1149
1314.5,12,1146
1313.8,2,1143
1312.9,1,1140
1312.4,0,1137
1312.1,0,1134
1311.5,7,1131
1310.4,10,1128
1308.7,21,1125
1306.1,31,1122
1302.9,37,1119
1299.1,44,1116
1295.1,44,1113
1291.1,44,1110
1287.6,37,1107
1284.4,37,1104
1281.5,31,1101
1278.4,34,1098
1275.6,30,1095
1272.3,35,1092
1269.2,34,1089
1266.1,33,1086
1262.6,36,1083
1259,42,1080
1255.2,40,1077
1251.6,41,1074
1248.4,32,1071
1246,23,1068
1244.4,15,1065
1243.6,3,1062
1243.5,0,1059
1243.4,0,1056
1243.3,0,1053
1243.1,0,1050
1242.9,0,1047
1242.8,0,1044
1242.2,0,1041
1241.7,0,1038
1241.6,0,1035
1241.5,3,1032
1240.9,5,1029
1240.6,4,1026
1239.8,15,1023
1238.2,22,1020
1235.8,28,1017
1232.9,35,1014
