get_date,lat,lng,speed,line_no,y,day
2018-01-01 6:23,35.21173,129.01158,55,13395,0:17:51,2
2018-01-01 6:23,35.21159,129.01106,54,13395,0:17:48,2
2018-01-01 6:23,35.21149,129.01062,47,13395,0:17:45,2
2018-01-01 6:23,35.21137,129.01021,43,13395,0:17:42,2
2018-01-01 6:23,35.21126,129.00981,42,13395,0:17:39,2
2018-01-01 6:23,35.21117,129.0094,43,13395,0:17:36,2
2018-01-01 6:23,35.21106,129.00899,46,13395,0:17:33,2
2018-01-01 6:23,35.21096,129.00858,46,13395,0:17:30,2
2018-01-01 6:23,35.21086,129.00818,41,13395,0:17:27,2
2018-01-01 6:23,35.21078,129.00781,40,13395,0:17:24,2
2018-01-01 6:23,35.2107,129.00748,38,13395,0:17:21,2
2018-01-01 6:23,35.21058,129.0071,42,13395,0:17:18,2
2018-01-01 6:23,35.21046,129.00668,44,13395,0:17:15,2
2018-01-01 6:24,35.21033,129.00621,49,13395,0:17:12,2
2018-01-01 6:24,35.21024,129.00575,48,13395,0:17:09,2
2018-01-01 6:24,35.21014,129.00529,49,13395,0:17:06,2
2018-01-01 6:24,35.21004,129.00487,47,13395,0:17:03,2
2018-01-01 6:24,35.20991,129.00439,49,13395,0:17:00,2
2018-01-01 6:24,35.20982,129.00401,40,13395,0:16:57,2
2018-01-01 6:24,35.20974,129.00359,44,13395,0:16:54,2
2018-01-01 6:24,35.20967,129.00314,46,13395,0:16:51,2
2018-01-01 6:24,35.20963,129.00275,42,13395,0:16:48,2
2018-01-01 6:24,35.20959,129.00237,40,13395,0:16:45,2
2018-01-01 6:24,35.20957,129.002,39,13395,0:16:42,2
2018-01-01 6:24,35.20956,129.00163,36,13395,0:16:39,2
2018-01-01 6:24,35.20955,129.0013,34,13395,0:16:36,2
2018-01-01 6:24,35.20951,129.00099,31,13395,0:16:33,2
2018-01-01 6:24,35.2095,129.00073,25,13395,0:16:30,2
2018-01-01 6:24,35.20948,129.00053,17,13395,0:16:27,2
2018-01-01 6:24,35.20946,129.00043,10,13395,0:16:24,2
2018-01-01 6:24,35.20944,129.00037,1,13395,0:16:21,2
2018-01-01 6:24,35.20943,129.00029,0,13395,0:16:18,2
2018-01-01 6:24,35.20942,129.00026,0,13395,0:16:15,2
2018-01-01 6:25,35.20942,129.00024,0,13395,0:16:12,2
2018-01-01 6:25,35.20941,129.00023,0,13395,0:16:09,2
2018-01-01 6:25,35.2094,129.0002,1,13395,0:16:06,2
2018-01-01 6:25,35.20939,129.00015,6,13395,0:16:03,2
2018-01-01 6:25,35.20937,129.00008,7,13395,0:16:00,2
2018-01-01 6:25,35.20935,129,14,13395,0:15:57,2
2018-01-01 6:25,35.2093,128.99983,23,13395,0:15:54,2
2018-01-01 6:25,35.20919,128.9996,28,13395,0:15:51,2
2018-01-01 6:25,35.20904,128.99931,40,13395,0:15:48,2
2018-01-01 6:25,35.20881,128.99899,47,13395,0:15:45,2
2018-01-01 6:25,35.2085,128.99866,55,13395,0:15:42,2
2018-01-01 6:25,35.20816,128.99831,58,13395,0:15:39,2
2018-01-01 6:25,35.2078,128.99794,61,13395,0:15:36,2
2018-01-01 6:25,35.20742,128.99756,64,13395,0:15:33,2
2018-01-01 6:25,35.20702,128.99718,66,13395,0:15:30,2
2018-01-01 6:25,35.20663,128.9968,62,13395,0:15:27,2
2018-01-01 6:25,35.20626,128.9964,61,13395,0:15:24,2
2018-01-01 6:25,35.20596,128.996,58,13395,0:15:21,2
2018-01-01 6:25,35.20562,128.99561,60,13395,0:15:18,2
2018-01-01 6:25,35.20528,128.99522,56,13395,0:15:15,2
2018-01-01 6:26,35.20496,128.99486,52,13395,0:15:12,2
2018-01-01 6:26,35.20468,128.99455,46,13395,0:15:09,2
2018-01-01 6:26,35.20445,128.99426,39,13395,0:15:06,2
2018-01-01 6:26,35.20434,128.99394,35,13395,0:15:03,2
2018-01-01 6:26,35.20438,128.99362,37,13395,0:15:00,2
