get_date,lat,lng,speed,line_no,y,day
2018-12-03 6:29,35.21654,129.00493,39,13395,0:22:30,2
2018-12-03 6:29,35.21629,129.00485,30,13395,0:22:27,2
2018-12-03 6:29,35.21611,129.00481,21,13395,0:22:24,2
2018-12-03 6:29,35.21599,129.00478,12,13395,0:22:21,2
2018-12-03 6:29,35.21595,129.00476,0,13395,0:22:18,2
2018-12-03 6:29,35.21593,129.00476,0,13395,0:22:15,2
2018-12-03 6:29,35.2159,129.00476,7,13395,0:22:12,2
2018-12-03 6:29,35.21578,129.00471,21,13395,0:22:09,2
2018-12-03 6:29,35.21556,129.00468,29,13395,0:22:06,2
2018-12-03 6:29,35.21527,129.00464,40,13395,0:22:03,2
2018-12-03 6:29,35.21488,129.0045,52,13395,0:22:00,2
2018-12-03 6:29,35.21445,129.00438,57,13395,0:21:57,2
2018-12-03 6:29,35.21402,129.00426,55,13395,0:21:54,2
2018-12-03 6:30,35.21365,129.00417,46,13395,0:21:51,2
2018-12-03 6:30,35.21329,129.00412,45,13395,0:21:48,2
2018-12-03 6:30,35.21294,129.00421,46,13395,0:21:45,2
2018-12-03 6:30,35.21259,129.00433,48,13395,0:21:42,2
2018-12-03 6:30,35.21224,129.00444,45,13395,0:21:39,2
2018-12-03 6:30,35.21193,129.00455,40,13395,0:21:36,2
2018-12-03 6:30,35.21167,129.00467,34,13395,0:21:33,2
2018-12-03 6:30,35.21148,129.00471,23,13395,0:21:30,2
2018-12-03 6:30,35.21136,129.00479,8,13395,0:21:27,2
2018-12-03 6:30,35.21132,129.00481,0,13395,0:21:24,2
2018-12-03 6:30,35.2113,129.00481,0,13395,0:21:21,2
2018-12-03 6:30,35.2113,129.00479,0,13395,0:21:18,2
2018-12-03 6:30,35.21129,129.00478,0,13395,0:21:15,2
2018-12-03 6:30,35.21128,129.00478,0,13395,0:21:12,2
2018-12-03 6:30,35.21128,129.00476,0,13395,0:21:09,2
2018-12-03 6:30,35.21128,129.00476,0,13395,0:21:06,2
2018-12-03 6:30,35.21127,129.00476,0,13395,0:21:03,2
2018-12-03 6:30,35.21127,129.00476,0,13395,0:21:00,2
2018-12-03 6:30,35.21127,129.00475,0,13395,0:20:57,2
2018-12-03 6:30,35.21127,129.00475,0,13395,0:20:54,2
2018-12-03 6:31,35.21125,129.00475,3,13395,0:20:51,2
2018-12-03 6:31,35.2112,129.00478,8,13395,0:20:48,2
2018-12-03 6:31,35.2111,129.00481,14,13395,0:20:45,2
2018-12-03 6:31,35.21094,129.00487,24,13395,0:20:42,2
2018-12-03 6:31,35.21074,129.00497,28,13395,0:20:39,2
