get_date,lat,lng,speed,line_no,y
2018-12-10 06:33:58,35.20658,128.99019,73,13395,0:18:06
2018-12-10 06:34:01,35.20694,128.98965,74,13395,0:18:03
2018-12-10 06:34:04,35.20729,128.98912,70,13395,0:18:00
2018-12-10 06:34:07,35.20763,128.98863,67,13395,0:17:57
2018-12-10 06:34:10,35.20795,128.98814,63,13395,0:17:54
2018-12-10 06:34:13,35.20827,128.98767,63,13395,0:17:51
2018-12-10 06:34:16,35.20858,128.98723,59,13395,0:17:48
2018-12-10 06:34:19,35.20885,128.9868,54,13395,0:17:45
2018-12-10 06:34:22,35.2091,128.98643,48,13395,0:17:42
2018-12-10 06:34:25,35.20934,128.98605,52,13395,0:17:39
2018-12-10 06:34:28,35.20961,128.98567,57,13395,0:17:36
2018-12-10 06:34:31,35.20992,128.98521,65,13395,0:17:33
2018-12-10 06:34:34,35.21024,128.98473,68,13395,0:17:30
2018-12-10 06:34:37,35.21053,128.98418,69,13395,0:17:27
2018-12-10 06:34:40,35.21074,128.9836,66,13395,0:17:24
2018-12-10 06:34:43,35.21087,128.98303,59,13395,0:17:21
2018-12-10 06:34:46,35.21094,128.98253,54,13395,0:17:18
2018-12-10 06:34:49,35.21101,128.98196,64,13395,0:17:15
2018-12-10 06:34:52,35.21107,128.98134,67,13395,0:17:12
2018-12-10 06:34:55,35.21114,128.98073,64,13395,0:17:09
2018-12-10 06:34:58,35.2112,128.98013,61,13395,0:17:06
2018-12-10 06:35:01,35.21125,128.97958,58,13395,0:17:03
2018-12-10 06:35:04,35.2113,128.97906,55,13395,0:17:00
2018-12-10 06:35:07,35.21135,128.97858,46,13395,0:16:57
2018-12-10 06:35:10,35.21138,128.9782,38,13395,0:16:54
2018-12-10 06:35:13,35.21141,128.97789,29,13395,0:16:51
2018-12-10 06:35:16,35.21143,128.97766,18,13395,0:16:48
2018-12-10 06:35:19,35.21144,128.97752,13,13395,0:16:45
2018-12-10 06:35:22,35.21146,128.97743,9,13395,0:16:42
2018-12-10 06:35:25,35.21146,128.97739,0,13395,0:16:39
2018-12-10 06:35:28,35.21146,128.97739,0,13395,0:16:36
2018-12-10 06:35:31,35.21146,128.97737,0,13395,0:16:33
2018-12-10 06:35:34,35.21146,128.97737,0,13395,0:16:30
2018-12-10 06:35:37,35.21146,128.97737,0,13395,0:16:27
2018-12-10 06:35:40,35.21146,128.97737,0,13395,0:16:24
2018-12-10 06:35:43,35.21146,128.97737,0,13395,0:16:21
2018-12-10 06:35:46,35.21147,128.97737,0,13395,0:16:18
2018-12-10 06:35:49,35.21147,128.97737,0,13395,0:16:15
2018-12-10 06:35:52,35.21147,128.97737,0,13395,0:16:12
2018-12-10 06:35:55,35.21147,128.97737,0,13395,0:16:09
2018-12-10 06:35:58,35.21147,128.97737,0,13395,0:16:06
2018-12-10 06:36:01,35.21147,128.97737,0,13395,0:16:03
2018-12-10 06:36:04,35.21147,128.97737,1,13395,0:16:00
2018-12-10 06:36:07,35.21147,128.97736,1,13395,0:15:57
2018-12-10 06:36:10,35.21147,128.97733,2,13395,0:15:54
2018-12-10 06:36:13,35.21147,128.97731,0,13395,0:15:51
2018-12-10 06:36:16,35.21147,128.97731,0,13395,0:15:48
2018-12-10 06:36:19,35.21147,128.97731,0,13395,0:15:45
2018-12-10 06:36:22,35.21147,128.97729,1,13395,0:15:42
2018-12-10 06:36:25,35.21147,128.97728,5,13395,0:15:39
2018-12-10 06:36:28,35.21148,128.97716,17,13395,0:15:36
2018-12-10 06:36:31,35.21151,128.97696,26,13395,0:15:33
2018-12-10 06:36:34,35.21154,128.9767,31,13395,0:15:30
2018-12-10 06:36:37,35.21157,128.97636,37,13395,0:15:27
2018-12-10 06:36:40,35.21161,128.97603,34,13395,0:15:24
2018-12-10 06:36:43,35.21164,128.97571,32,13395,0:15:21
2018-12-10 06:36:46,35.21166,128.97545,25,13395,0:15:18
2018-12-10 06:36:49,35.21169,128.97522,23,13395,0:15:15
2018-12-10 06:36:52,35.2117,128.97499,26,13395,0:15:12
2018-12-10 06:36:55,35.21171,128.97475,25,13395,0:15:09
2018-12-10 06:36:58,35.21172,128.97458,13,13395,0:15:06
2018-12-10 06:37:01,35.21172,128.9745,3,13395,0:15:03
2018-12-10 06:37:04,35.21172,128.97449,0,13395,0:15:00
2018-12-10 06:37:07,35.21172,128.97449,0,13395,0:14:57
2018-12-10 06:37:10,35.21172,128.97447,0,13395,0:14:54
2018-12-10 06:37:13,35.21172,128.97447,0,13395,0:14:51
2018-12-10 06:37:16,35.21173,128.97447,0,13395,0:14:48
2018-12-10 06:37:19,35.21173,128.97447,0,13395,0:14:45
2018-12-10 06:37:22,35.21173,128.97447,0,13395,0:14:42
2018-12-10 06:37:25,35.21173,128.97447,0,13395,0:14:39
2018-12-10 06:37:28,35.21173,128.97447,0,13395,0:14:36
2018-12-10 06:37:31,35.21173,128.97449,0,13395,0:14:33
2018-12-10 06:37:34,35.21172,128.97449,0,13395,0:14:30
2018-12-10 06:37:37,35.21172,128.97447,0,13395,0:14:27
2018-12-10 06:37:40,35.21172,128.97447,0,13395,0:14:24
2018-12-10 06:37:43,35.21172,128.97447,0,13395,0:14:21
2018-12-10 06:37:46,35.21173,128.97449,0,13395,0:14:18
2018-12-10 06:37:49,35.21173,128.97449,0,13395,0:14:15
2018-12-10 06:37:52,35.21173,128.97447,0,13395,0:14:12
2018-12-10 06:37:55,35.21173,128.97449,0,13395,0:14:09
2018-12-10 06:37:58,35.21173,128.97449,0,13395,0:14:06
2018-12-10 06:38:01,35.21173,128.97449,1,13395,0:14:03
2018-12-10 06:38:04,35.21173,128.97449,0,13395,0:14:00
2018-12-10 06:38:07,35.21173,128.97449,0,13395,0:13:57
2018-12-10 06:38:10,35.21173,128.97449,0,13395,0:13:54
2018-12-10 06:38:13,35.21172,128.97449,0,13395,0:13:51
2018-12-10 06:38:16,35.21172,128.97449,0,13395,0:13:48
2018-12-10 06:38:19,35.21172,128.9745,0,13395,0:13:45
2018-12-10 06:38:22,35.21172,128.9745,0,13395,0:13:42
2018-12-10 06:38:25,35.21171,128.9745,0,13395,0:13:39
2018-12-10 06:38:28,35.21171,128.9745,0,13395,0:13:36
2018-12-10 06:38:31,35.21171,128.97449,0,13395,0:13:33
2018-12-10 06:38:34,35.21171,128.97449,0,13395,0:13:30
2018-12-10 06:38:37,35.2117,128.97449,0,13395,0:13:27
2018-12-10 06:38:40,35.2117,128.97449,0,13395,0:13:24
2018-12-10 06:38:43,35.2117,128.97449,0,13395,0:13:21
2018-12-10 06:38:46,35.2117,128.97447,1,13395,0:13:18
2018-12-10 06:38:49,35.21168,128.9744,12,13395,0:13:15
2018-12-10 06:38:52,35.21161,128.97426,17,13395,0:13:12
2018-12-10 06:38:55,35.21148,128.97417,18,13395,0:13:09
2018-12-10 06:38:58,35.21129,128.97415,27,13395,0:13:06
2018-12-10 06:39:01,35.21101,128.97415,39,13395,0:13:03
2018-12-10 06:39:04,35.21066,128.97417,46,13395,0:13:00
2018-12-10 06:39:07,35.21028,128.97418,50,13395,0:12:57
2018-12-10 06:39:10,35.20988,128.97418,50,13395,0:12:54
2018-12-10 06:39:13,35.20949,128.97418,51,13395,0:12:51
2018-12-10 06:39:16,35.20911,128.9742,49,13395,0:12:48
2018-12-10 06:39:19,35.20873,128.97421,47,13395,0:12:45
2018-12-10 06:39:22,35.20842,128.97421,38,13395,0:12:42
2018-12-10 06:39:25,35.20818,128.97421,27,13395,0:12:39
2018-12-10 06:39:28,35.20802,128.97423,14,13395,0:12:36
2018-12-10 06:39:31,35.20797,128.97421,1,13395,0:12:33
2018-12-10 06:39:34,35.20797,128.97421,0,13395,0:12:30
2018-12-10 06:39:37,35.20797,128.9742,0,13395,0:12:27
2018-12-10 06:39:40,35.20797,128.9742,0,13395,0:12:24
2018-12-10 06:39:43,35.20796,128.9742,0,13395,0:12:21
2018-12-10 06:39:46,35.20796,128.97418,0,13395,0:12:18
2018-12-10 06:39:49,35.20795,128.97418,0,13395,0:12:15
2018-12-10 06:39:52,35.20795,128.97417,0,13395,0:12:12
2018-12-10 06:39:55,35.20794,128.97417,1,13395,0:12:09
2018-12-10 06:39:58,35.20789,128.97417,12,13395,0:12:06
2018-12-10 06:40:01,35.20776,128.9742,22,13395,0:12:03
2018-12-10 06:40:04,35.2075,128.9742,34,13395,0:12:00
2018-12-10 06:40:07,35.20718,128.97423,47,13395,0:11:57
2018-12-10 06:40:10,35.20678,128.97423,54,13395,0:11:54
2018-12-10 06:40:13,35.20631,128.97424,62,13395,0:11:51
2018-12-10 06:40:16,35.20584,128.97426,60,13395,0:11:48
2018-12-10 06:40:19,35.20538,128.97427,59,13395,0:11:45
2018-12-10 06:40:22,35.20493,128.97429,55,13395,0:11:42
2018-12-10 06:40:25,35.20452,128.97426,52,13395,0:11:39
2018-12-10 06:40:28,35.20413,128.97412,50,13395,0:11:36
2018-12-10 06:40:31,35.20379,128.97385,54,13395,0:11:33
2018-12-10 06:40:34,35.20348,128.97345,61,13395,0:11:30
2018-12-10 06:40:37,35.20315,128.97298,67,13395,0:11:27
2018-12-10 06:40:40,35.2028,128.9725,68,13395,0:11:24
2018-12-10 06:40:43,35.20245,128.97198,72,13395,0:11:21
2018-12-10 06:40:46,35.2021,128.97148,72,13395,0:11:18
2018-12-10 06:40:49,35.20174,128.97098,69,13395,0:11:15
2018-12-10 06:40:52,35.20143,128.97054,57,13395,0:11:12
2018-12-10 06:40:55,35.20117,128.9702,42,13395,0:11:09
2018-12-10 06:40:58,35.20101,128.97,19,13395,0:11:06
2018-12-10 06:41:01,35.20097,128.96994,2,13395,0:11:03
2018-12-10 06:41:04,35.20097,128.96992,0,13395,0:11:00
2018-12-10 06:41:07,35.20097,128.96992,0,13395,0:10:57
2018-12-10 06:41:10,35.20097,128.96992,0,13395,0:10:54
2018-12-10 06:41:13,35.20097,128.96992,0,13395,0:10:51
2018-12-10 06:41:16,35.20097,128.96992,0,13395,0:10:48
2018-12-10 06:41:19,35.20097,128.96992,0,13395,0:10:45
2018-12-10 06:41:22,35.20096,128.96991,3,13395,0:10:42
2018-12-10 06:41:25,35.20089,128.96982,17,13395,0:10:39
2018-12-10 06:41:28,35.20076,128.96964,33,13395,0:10:36
2018-12-10 06:41:31,35.20056,128.96938,43,13395,0:10:33
2018-12-10 06:41:34,35.20029,128.96904,51,13395,0:10:30
2018-12-10 06:41:37,35.19998,128.96866,61,13395,0:10:27
