line_no,inout_type,stop_no,seq,stop_name,x,y,get_date,input_date
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333191,35.17728043,2018-03-29 06:43:20,2018-03-29 06:43:27
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.014389,35.21242905,2018-03-30 06:30:05,2018-03-30 06:30:11
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123749,35.21194077,2018-03-30 06:30:26,2018-03-30 06:30:32
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9350891,35.16727066,2018-03-30 06:47:38,2018-03-30 06:47:45
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.1690712,2018-03-30 06:47:59,2018-03-30 06:48:01
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.1758194,2018-03-30 06:51:29,2018-03-30 06:51:36
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333649,35.17726898,2018-03-30 06:52:14,2018-03-30 06:52:23
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0143738,35.2123909,2018-04-02 06:20:17,2018-04-02 06:20:24
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0121918,35.21192932,2018-04-02 06:23:23,2018-04-02 06:23:28
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351044,35.16727829,2018-04-02 06:41:11,2018-04-02 06:41:17
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354706,35.16904068,2018-04-02 06:41:29,2018-04-02 06:41:38
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9345856,35.17589951,2018-04-02 06:42:26,2018-04-02 06:42:38
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9332733,35.1772995,2018-04-02 06:42:53,2018-04-02 06:42:59
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144501,35.21245956,2018-04-03 06:20:19,2018-04-03 06:20:26
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123596,35.2118988,2018-04-03 06:23:28,2018-04-03 06:23:34
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351044,35.16727066,2018-04-03 06:44:01,2018-04-03 06:44:06
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16907883,2018-04-03 06:44:22,2018-04-03 06:44:27
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17583847,2018-04-03 06:45:52,2018-04-03 06:45:58
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9334106,35.17723846,2018-04-03 06:46:40,2018-04-03 06:46:48
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144196,35.21242905,2018-04-04 06:20:24,2018-04-04 06:20:34
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123291,35.21192932,2018-04-04 06:23:39,2018-04-04 06:23:45
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.935257,35.16748047,2018-04-04 06:43:48,2018-04-04 06:43:55
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9353943,35.16915894,2018-04-04 06:44:09,2018-04-04 06:44:16
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17583084,2018-04-04 06:45:27,2018-04-04 06:45:32
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9334259,35.17723083,2018-04-04 06:46:18,2018-04-04 06:46:22
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0142212,35.2123909,2018-04-05 06:20:03,2018-04-05 06:20:12
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0119781,35.21192169,2018-04-05 06:23:30,2018-04-05 06:23:38
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352417,35.1674118,2018-04-05 06:41:33,2018-04-05 06:41:38
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16909027,2018-04-05 06:41:54,2018-04-05 06:42:04
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17578125,2018-04-05 06:43:15,2018-04-05 06:43:25
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9334259,35.17721939,2018-04-05 06:43:57,2018-04-05 06:44:05
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0142212,35.21245956,2018-04-06 06:19:57,2018-04-06 06:20:03
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122681,35.2118187,2018-04-06 06:23:24,2018-04-06 06:23:27
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351654,35.1673584,2018-04-06 06:44:30,2018-04-06 06:44:39
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354706,35.16899109,2018-04-06 06:44:48,2018-04-06 06:44:50
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17583847,2018-04-06 06:48:36,2018-04-06 06:48:41
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9335327,35.17720032,2018-04-06 06:49:24,2018-04-06 06:49:31
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0143585,35.21231079,2018-04-09 06:20:10,2018-04-09 06:20:18
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0124054,35.21192169,2018-04-09 06:23:40,2018-04-09 06:23:47
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352417,35.16743088,2018-04-09 06:42:31,2018-04-09 06:42:40
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354401,35.16917038,2018-04-09 06:42:49,2018-04-09 06:42:56
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17580032,2018-04-09 06:44:25,2018-04-09 06:44:34
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333038,35.17728043,2018-04-09 06:45:13,2018-04-09 06:45:19
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0143585,35.21237183,2018-04-10 06:20:03,2018-04-10 06:20:09
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123138,35.21173096,2018-04-10 06:23:12,2018-04-10 06:23:18
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352875,35.1674881,2018-04-10 06:41:27,2018-04-10 06:41:34
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354706,35.16905975,2018-04-10 06:41:45,2018-04-10 06:41:51
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17588043,2018-04-10 06:42:48,2018-04-10 06:42:51
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9335327,35.17721939,2018-04-10 06:43:21,2018-04-10 06:43:30
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0143738,35.21226883,2018-04-11 06:20:12,2018-04-11 06:20:18
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122375,35.21157074,2018-04-11 06:23:24,2018-04-11 06:23:31
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351196,35.16725922,2018-04-11 06:41:42,2018-04-11 06:41:46
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354401,35.16923141,2018-04-11 06:42:03,2018-04-11 06:42:07
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17584991,2018-04-11 06:43:30,2018-04-11 06:43:36
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9334259,35.17723083,2018-04-11 06:44:06,2018-04-11 06:44:13
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0143738,35.21220016,2018-04-12 06:19:58,2018-04-12 06:20:06
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123749,35.21165085,2018-04-12 06:23:58,2018-04-12 06:24:04
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352264,35.16738892,2018-04-12 06:44:13,2018-04-12 06:44:18
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16913986,2018-04-12 06:44:31,2018-04-12 06:44:39
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346313,35.17578125,2018-04-12 06:46:34,2018-04-12 06:46:43
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333191,35.17728043,2018-04-12 06:47:22,2018-04-12 06:47:30
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144958,35.21223068,2018-04-13 06:20:28,2018-04-13 06:20:32
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0124969,35.21173859,2018-04-13 06:23:25,2018-04-13 06:23:32
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351349,35.16728973,2018-04-13 06:41:52,2018-04-13 06:41:58
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354401,35.16913986,2018-04-13 06:42:13,2018-04-13 06:42:19
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17588043,2018-04-13 06:43:07,2018-04-13 06:43:14
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9332123,35.17731094,2018-04-13 06:43:37,2018-04-13 06:43:43
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0145264,35.21231079,2018-04-16 06:19:59,2018-04-16 06:20:10
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0124359,35.21179962,2018-04-16 06:24:17,2018-04-16 06:24:21
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351349,35.16725159,2018-04-16 06:43:53,2018-04-16 06:43:55
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354095,35.16944885,2018-04-16 06:44:14,2018-04-16 06:44:29
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17581177,2018-04-16 06:45:05,2018-04-16 06:45:12
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9331818,35.17731094,2018-04-16 06:45:38,2018-04-16 06:45:46
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0143127,35.21226883,2018-04-17 06:19:57,2018-04-17 06:20:06
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123901,35.21165848,2018-04-17 06:23:27,2018-04-17 06:23:33
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.935318,35.16751099,2018-04-17 06:44:09,2018-04-17 06:44:17
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354248,35.16925812,2018-04-17 06:44:27,2018-04-17 06:44:33
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17578888,2018-04-17 06:45:48,2018-04-17 06:45:54
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9334106,35.17724991,2018-04-17 06:46:39,2018-04-17 06:46:47
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0143738,35.21232986,2018-04-18 06:19:10,2018-04-18 06:19:20
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.012146,35.21178055,2018-04-18 06:23:19,2018-04-18 06:23:28
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351654,35.16732025,2018-04-18 06:41:13,2018-04-18 06:41:19
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16902161,2018-04-18 06:41:31,2018-04-18 06:41:40
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9345856,35.17583084,2018-04-18 06:43:22,2018-04-18 06:43:27
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333801,35.17724991,2018-04-18 06:44:13,2018-04-18 06:44:17
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0142517,35.2122612,2018-04-19 06:19:55,2018-04-19 06:20:05
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123596,35.21179962,2018-04-19 06:23:28,2018-04-19 06:23:32
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351044,35.16725922,2018-04-19 06:43:52,2018-04-19 06:43:59
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354095,35.16926956,2018-04-19 06:44:13,2018-04-19 06:44:20
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17580032,2018-04-19 06:47:43,2018-04-19 06:47:50
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9332733,35.17726898,2018-04-19 06:48:31,2018-04-19 06:48:37
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.014267,35.21218872,2018-04-20 06:20:12,2018-04-20 06:20:23
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122986,35.2117691,2018-04-20 06:23:39,2018-04-20 06:23:47
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352417,35.16743088,2018-04-20 06:44:00,2018-04-20 06:44:09
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354248,35.16928101,2018-04-20 06:44:18,2018-04-20 06:44:25
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9345856,35.17583084,2018-04-20 06:45:57,2018-04-20 06:46:04
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9332275,35.1772995,2018-04-20 06:46:45,2018-04-20 06:46:54
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144196,35.21232986,2018-04-23 06:20:11,2018-04-23 06:20:20
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0121307,35.21181107,2018-04-23 06:23:53,2018-04-23 06:24:06
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352112,35.1674118,2018-04-23 06:44:17,2018-04-23 06:44:21
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354095,35.1693306,2018-04-23 06:44:38,2018-04-23 06:44:42
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9345856,35.17580032,2018-04-23 06:47:47,2018-04-23 06:47:50
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333191,35.17726135,2018-04-23 06:48:47,2018-04-23 06:48:54
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144958,35.21237183,2018-04-24 06:20:22,2018-04-24 06:20:26
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.012207,35.21183014,2018-04-24 06:23:46,2018-04-24 06:23:52
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352875,35.16748047,2018-04-24 06:44:10,2018-04-24 06:44:20
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16912079,2018-04-24 06:44:28,2018-04-24 06:44:33
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17578888,2018-04-24 06:48:25,2018-04-24 06:48:32
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333191,35.17728043,2018-04-24 06:49:19,2018-04-24 06:49:22
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144043,35.2123909,2018-04-25 06:20:07,2018-04-25 06:20:12
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123291,35.21183014,2018-04-25 06:23:25,2018-04-25 06:23:33
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351196,35.16727066,2018-04-25 06:43:43,2018-04-25 06:43:49
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354248,35.1693306,2018-04-25 06:44:04,2018-04-25 06:44:15
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17581177,2018-04-25 06:45:40,2018-04-25 06:45:47
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9331818,35.1772995,2018-04-25 06:46:37,2018-04-25 06:46:42
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.014389,35.21242142,2018-04-26 06:19:58,2018-04-26 06:20:05
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123444,35.21186066,2018-04-26 06:23:31,2018-04-26 06:23:39
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351807,35.1673584,2018-04-26 06:41:28,2018-04-26 06:41:32
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16907883,2018-04-26 06:41:46,2018-04-26 06:41:53
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9345856,35.17586899,2018-04-26 06:42:43,2018-04-26 06:42:48
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333191,35.17726898,2018-04-26 06:43:16,2018-04-26 06:43:25
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144501,35.21240997,2018-04-27 06:19:59,2018-04-27 06:20:08
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122375,35.21183014,2018-04-27 06:23:20,2018-04-27 06:23:29
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351349,35.16730118,2018-04-27 06:40:38,2018-04-27 06:40:45
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354706,35.16901016,2018-04-27 06:40:56,2018-04-27 06:41:01
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17580032,2018-04-27 06:41:47,2018-04-27 06:41:51
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9335632,35.17718887,2018-04-27 06:42:14,2018-04-27 06:42:22
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144958,35.21242905,2018-04-30 06:20:01,2018-04-30 06:20:07
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0121002,35.21181107,2018-04-30 06:23:34,2018-04-30 06:23:41
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351349,35.16730118,2018-04-30 06:43:37,2018-04-30 06:43:43
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16905975,2018-04-30 06:43:55,2018-04-30 06:44:04
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17583084,2018-04-30 06:44:52,2018-04-30 06:44:59
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9332275,35.17731094,2018-04-30 06:45:31,2018-04-30 06:45:39
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.014328,35.21239853,2018-05-01 06:34:51,2018-05-01 06:35:00
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0124207,35.21192169,2018-05-01 06:35:12,2018-05-01 06:35:26
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352417,35.16743088,2018-05-01 06:52:27,2018-05-01 06:52:35
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354401,35.16918945,2018-05-01 06:52:48,2018-05-01 06:52:51
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9345856,35.17588043,2018-05-01 06:53:45,2018-05-01 06:53:54
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333496,35.17726135,2018-05-01 06:55:00,2018-05-01 06:55:10
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0142822,35.21242905,2018-05-02 06:19:55,2018-05-02 06:20:04
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0120392,35.21181107,2018-05-02 06:23:25,2018-05-02 06:23:33
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352722,35.1674881,2018-05-02 06:40:37,2018-05-02 06:40:44
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354401,35.16915894,2018-05-02 06:40:55,2018-05-02 06:41:00
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17580032,2018-05-02 06:42:40,2018-05-02 06:42:46
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9332886,35.17729187,2018-05-02 06:43:31,2018-05-02 06:43:36
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144501,35.21242142,2018-05-03 06:19:48,2018-05-03 06:19:54
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122833,35.21192169,2018-05-03 06:23:21,2018-05-03 06:23:28
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352112,35.16741943,2018-05-03 06:41:00,2018-05-03 06:41:10
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354095,35.16939926,2018-05-03 06:41:21,2018-05-03 06:41:31
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17580032,2018-05-03 06:43:06,2018-05-03 06:43:13
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333496,35.17726135,2018-05-03 06:44:00,2018-05-03 06:44:05
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0142822,35.21236038,2018-05-07 06:35:51,2018-05-07 06:35:58
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122681,35.21186066,2018-05-07 06:36:03,2018-05-07 06:36:09
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351349,35.16730118,2018-05-07 06:54:18,2018-05-07 06:54:22
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16901016,2018-05-07 06:54:36,2018-05-07 06:54:43
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17586899,2018-05-07 06:55:30,2018-05-07 06:55:38
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333496,35.17724991,2018-05-07 06:56:45,2018-05-07 06:56:51
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0142365,35.21236038,2018-05-08 06:19:55,2018-05-08 06:20:05
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123138,35.21194077,2018-05-08 06:23:37,2018-05-08 06:23:42
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352417,35.16743851,2018-05-08 06:43:16,2018-05-08 06:43:24
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16904831,2018-05-08 06:43:34,2018-05-08 06:43:46
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17580032,2018-05-08 06:45:25,2018-05-08 06:45:36
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9331818,35.17731094,2018-05-08 06:46:25,2018-05-08 06:46:36
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.014267,35.21240997,2018-05-09 06:20:08,2018-05-09 06:20:11
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122986,35.2118988,2018-05-09 06:23:32,2018-05-09 06:23:37
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351044,35.16725922,2018-05-09 06:41:14,2018-05-09 06:41:19
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354706,35.16901016,2018-05-09 06:41:35,2018-05-09 06:41:45
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17580032,2018-05-09 06:42:32,2018-05-09 06:42:40
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9334564,35.17721939,2018-05-09 06:42:59,2018-05-09 06:43:08
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144501,35.21244812,2018-05-11 06:20:09,2018-05-11 06:20:15
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0123749,35.2118988,2018-05-11 06:23:36,2018-05-11 06:23:45
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.935257,35.1674614,2018-05-11 06:41:21,2018-05-11 06:41:27
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354401,35.16907883,2018-05-11 06:41:39,2018-05-11 06:41:48
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9345856,35.17586899,2018-05-11 06:42:45,2018-05-11 06:42:51
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333496,35.17724991,2018-05-11 06:43:18,2018-05-11 06:43:25
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.014389,35.21237183,2018-05-14 06:20:02,2018-05-14 06:20:09
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122986,35.21186829,2018-05-14 06:23:23,2018-05-14 06:23:30
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352417,35.16741943,2018-05-14 06:44:53,2018-05-14 06:44:58
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16904831,2018-05-14 06:45:11,2018-05-14 06:45:19
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17586136,2018-05-14 06:46:08,2018-05-14 06:46:14
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9335175,35.17721939,2018-05-14 06:46:35,2018-05-14 06:46:43
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144043,35.21240997,2018-05-15 06:20:05,2018-05-15 06:20:12
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122681,35.21186066,2018-05-15 06:23:26,2018-05-15 06:23:33
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352112,35.16738892,2018-05-15 06:43:50,2018-05-15 06:43:59
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9353943,35.16938019,2018-05-15 06:44:11,2018-05-15 06:44:18
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17578125,2018-05-15 06:47:35,2018-05-15 06:47:43
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9334106,35.17723846,2018-05-15 06:48:32,2018-05-15 06:48:38
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0142059,35.21236038,2018-05-18 06:36:14,2018-05-18 06:36:21
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0122833,35.21184158,2018-05-18 06:36:29,2018-05-18 06:36:37
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9352417,35.1674118,2018-05-18 06:56:59,2018-05-18 06:57:08
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354858,35.16899872,2018-05-18 06:57:17,2018-05-18 06:57:24
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346161,35.17581177,2018-05-18 06:58:17,2018-05-18 06:58:22
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9333038,35.17726898,2018-05-18 06:59:29,2018-05-18 06:59:39
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0144806,35.21247101,2018-05-21 06:20:10,2018-05-21 06:20:18
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0120239,35.21187973,2018-05-21 06:23:40,2018-05-21 06:23:47
13395,ENTERED,131831,2,[종착알림] 대저농협 산지유통센터,128.9351959,35.1673584,2018-05-21 06:40:49,2018-05-21 06:41:00
13395,LEFT,131831,2,[종착알림] 대저농협 산지유통센터,128.9354553,35.16905975,2018-05-21 06:41:07,2018-05-21 06:41:11
13395,ENTERED,131833,3,[종점] 대한항공테크센터 정문,128.9346008,35.17578125,2018-05-21 06:42:04,2018-05-21 06:42:11
13395,LEFT_LAST,131833,3,[종점] 대한항공테크센터 정문,128.9332275,35.1772995,2018-05-21 06:42:40,2018-05-21 06:42:50
13395,ENTERED,131830,1,덕천사원A.숙등역4번출구,129.0142365,35.21239853,2018-05-22 06:36:09,2018-05-22 06:36:19
13395,LEFT,131830,1,덕천사원A.숙등역4번출구,129.0121155,35.21186829,2018-05-22 06:36:24,2018-05-22 06:36:32
